row,item,version,letter,sentence,sentence_spr,comp_q,comp_q_type,comp_q_answer,condition,list,life_status,life_mismatch,fact_mismatch,type,occupation,file_name,year_time,fact_time,year_fact,qm0,im_jahr,year,perfect,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,qm3,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp
1015,68,16,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,6,alive,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bruno Mars,post-task,post-task,life-fact mismatch,post-task
1016,68,24,post-task,post-task,post-task,skip,post-task,post-task,real,6,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Denzel Washington,post-task,post-task,real,post-task
1017,68,16,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,7,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Namika,post-task,post-task,life-fact mismatch,post-task
1018,68,24,post-task,post-task,post-task,skip,post-task,post-task,real,7,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Denzel Washington,post-task,post-task,real,post-task
1019,68,16,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,8,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Emmanuel Macron,post-task,post-task,life-fact mismatch,post-task
1020,68,24,post-task,post-task,post-task,skip,post-task,post-task,real,8,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Denzel Washington,post-task,post-task,real,post-task
1021,84,43,post-task,post-task,post-task,skip,post-task,post-task,fake,1,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Florian Mälzer,post-task,post-task,fake,post-task
1022,84,4,post-task,post-task,post-task,skip,post-task,post-task,full match,1,dead,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Adele,post-task,post-task,full match,post-task
1023,84,27,post-task,post-task,post-task,skip,post-task,post-task,real,1,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Haruki Murakami,post-task,post-task,real,post-task
1024,84,43,post-task,post-task,post-task,skip,post-task,post-task,fake,2,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Florian Mälzer,post-task,post-task,fake,post-task
1025,84,4,post-task,post-task,post-task,skip,post-task,post-task,full match,2,dead,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Shakira,post-task,post-task,full match,post-task
1026,84,27,post-task,post-task,post-task,skip,post-task,post-task,real,2,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Haruki Murakami,post-task,post-task,real,post-task
1027,84,43,post-task,post-task,post-task,skip,post-task,post-task,fake,3,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Florian Mälzer,post-task,post-task,fake,post-task
1028,84,4,post-task,post-task,post-task,skip,post-task,post-task,full match,3,dead,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,David Bowie,post-task,post-task,full match,post-task
1029,84,27,post-task,post-task,post-task,skip,post-task,post-task,real,3,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Haruki Murakami,post-task,post-task,real,post-task
1030,84,43,post-task,post-task,post-task,skip,post-task,post-task,fake,4,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Florian Mälzer,post-task,post-task,fake,post-task
1031,84,4,post-task,post-task,post-task,skip,post-task,post-task,full match,4,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Wladimir Putin,post-task,post-task,full match,post-task
1032,84,27,post-task,post-task,post-task,skip,post-task,post-task,real,4,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Haruki Murakami,post-task,post-task,real,post-task
1033,84,43,post-task,post-task,post-task,skip,post-task,post-task,fake,5,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Florian Mälzer,post-task,post-task,fake,post-task
1034,84,4,post-task,post-task,post-task,skip,post-task,post-task,full match,5,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Mark Zuckerberg,post-task,post-task,full match,post-task
1035,84,27,post-task,post-task,post-task,skip,post-task,post-task,real,5,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Haruki Murakami,post-task,post-task,real,post-task
1036,84,43,post-task,post-task,post-task,skip,post-task,post-task,fake,6,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Florian Mälzer,post-task,post-task,fake,post-task
1037,84,4,post-task,post-task,post-task,skip,post-task,post-task,full match,6,dead,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Lionel Messi,post-task,post-task,full match,post-task
1038,84,27,post-task,post-task,post-task,skip,post-task,post-task,real,6,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Haruki Murakami,post-task,post-task,real,post-task
1039,84,43,post-task,post-task,post-task,skip,post-task,post-task,fake,7,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Florian Mälzer,post-task,post-task,fake,post-task
1040,84,4,post-task,post-task,post-task,skip,post-task,post-task,full match,7,dead,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,John Wayne,post-task,post-task,full match,post-task
1041,84,27,post-task,post-task,post-task,skip,post-task,post-task,real,7,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Haruki Murakami,post-task,post-task,real,post-task
1042,84,43,post-task,post-task,post-task,skip,post-task,post-task,fake,8,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Florian Mälzer,post-task,post-task,fake,post-task
1043,84,4,post-task,post-task,post-task,skip,post-task,post-task,full match,8,dead,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bradley Cooper,post-task,post-task,full match,post-task
1044,84,27,post-task,post-task,post-task,skip,post-task,post-task,real,8,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Haruki Murakami,post-task,post-task,real,post-task
1045,85,44,post-task,post-task,post-task,skip,post-task,post-task,fake,1,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christian Groß,post-task,post-task,fake,post-task
1046,85,44,post-task,post-task,post-task,skip,post-task,post-task,fake,2,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christian Groß,post-task,post-task,fake,post-task
1047,85,44,post-task,post-task,post-task,skip,post-task,post-task,fake,3,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christian Groß,post-task,post-task,fake,post-task
1048,85,44,post-task,post-task,post-task,skip,post-task,post-task,fake,4,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christian Groß,post-task,post-task,fake,post-task
1049,85,44,post-task,post-task,post-task,skip,post-task,post-task,fake,5,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christian Groß,post-task,post-task,fake,post-task
1050,85,44,post-task,post-task,post-task,skip,post-task,post-task,fake,6,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christian Groß,post-task,post-task,fake,post-task
1051,85,44,post-task,post-task,post-task,skip,post-task,post-task,fake,7,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christian Groß,post-task,post-task,fake,post-task
1052,85,44,post-task,post-task,post-task,skip,post-task,post-task,fake,8,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christian Groß,post-task,post-task,fake,post-task
